
  0%|                                                                                                                                   | 0/500 [00:00<?, ?it/s]
>>> Epoch3 | Iter13 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter14 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter15 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter16 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter17 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter18 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter19 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter20 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter21 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter22 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter23 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter24 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter25 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter26 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter27 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter28 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter29 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter30 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter31 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter32 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter33 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter34 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter35 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter36 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter37 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter38 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter39 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter40 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter41 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter42 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter43 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter44 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter45 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter46 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter47 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter48 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter49 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter50 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter51 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter52 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter53 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter54 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter55 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter56 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter57 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter58 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter59 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter60 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter61 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter62 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter63 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter64 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter65 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter66 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter67 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter68 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter69 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter70 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter71 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter72 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter73 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter74 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter75 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter76 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter77 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter78 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter79 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter80 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter81 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter82 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter83 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter84 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter85 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter86 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter87 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter88 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter89 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter90 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter91 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter92 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter93 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter94 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter95 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter96 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter97 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter98 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter99 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter100 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter101 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter102 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter103 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter104 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter105 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter106 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter107 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter108 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter109 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter110 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter111 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter112 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter113 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter114 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter115 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter116 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter117 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter118 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter119 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter120 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter121 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter122 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter123 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter124 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter125 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter126 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter127 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter128 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter129 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter130 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter131 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter132 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter133 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter134 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter135 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter136 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter137 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter138 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter139 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter140 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter141 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter142 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter143 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter144 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter145 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter146 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter147 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter148 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter149 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter150 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter151 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter152 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter153 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter154 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter155 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter156 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter157 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter158 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter159 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter160 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter161 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter162 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter163 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter164 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter165 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter166 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter167 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter168 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter169 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter170 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter171 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter172 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter173 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter174 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter175 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter176 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter177 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter178 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter179 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter180 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter181 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter182 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter183 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter184 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter185 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter186 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter187 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter188 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter189 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter190 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter191 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter192 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter193 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter194 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter195 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter196 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter197 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter198 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter199 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter200 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter201 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter202 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter203 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter204 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter205 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter206 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter207 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter208 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter209 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter210 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter211 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter212 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter213 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter214 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter215 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter216 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter217 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter218 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter219 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter220 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter221 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter222 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter223 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter224 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter225 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter226 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter227 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter228 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter229 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter230 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter231 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter232 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter233 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter234 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter235 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter236 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter237 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter238 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter239 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter240 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter241 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter242 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter243 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter244 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter245 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter246 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter247 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter248 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter249 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter250 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter251 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter252 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter253 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter254 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter255 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter256 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter257 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter258 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter259 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter260 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter261 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter262 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter263 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter264 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter265 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter266 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter267 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter268 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter269 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter270 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter271 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter272 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter273 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter274 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter275 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter276 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter277 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter278 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter279 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter280 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter281 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter282 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter283 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter284 | voxel: torch.Size([120, 8192])
>>> Epoch3 | Iter285 | voxel: torch.Size([36, 8192])
train/loss: 112.2445367132867
train/lr: 0.0004999801101480454
train/num_steps: 1144
train/cosine_sim_embedding: 0.7333506337412588
train/ms_ssim_image: 0.24615521197552448
train/loss_mae_image: 0.2778687377076049
train/loss_ms_ssim_image: 0.7538567389641608
train/loss_mse_embedding: 0.4447320257867133
Evaluating...
>>> Epoch3 | Eval0 | voxel: torch.Size([80, 8192])
>>> Epoch3 | Eval1 | voxel: torch.Size([80, 8192])
>>> Epoch3 | Eval2 | voxel: torch.Size([80, 8192])
>>> Epoch3 | Eval3 | voxel: torch.Size([80, 8192])
>>> Epoch3 | Eval4 | voxel: torch.Size([80, 8192])
>>> Epoch3 | Eval5 | voxel: torch.Size([80, 8192])
>>> Epoch3 | Eval6 | voxel: torch.Size([80, 8192])
>>> Epoch3 | Eval7 | voxel: torch.Size([80, 8192])
>>> Epoch3 | Eval8 | voxel: torch.Size([80, 8192])
>>> Epoch3 | Eval9 | voxel: torch.Size([80, 8192])
>>> Epoch3 | Eval10 | voxel: torch.Size([80, 8192])

  1%|▋                                                                                        | 4/500 [30:53<64:14:59, 466.33s/it, epoch=3, lr=0.0005, loss=112]
>>> Epoch3 | Eval12 | voxel: torch.Size([80, 8192])
>>> Epoch3 | Eval13 | voxel: torch.Size([80, 8192])
>>> Epoch3 | Eval14 | voxel: torch.Size([80, 8192])
val/loss: 110.32916666666667
val/num_steps: 60
val/cosine_sim_embedding: 0.7455078125
val/ms_ssim_image: 0.24872233072916666
val/loss_mae_image: 0.27615559895833336
val/loss_ms_ssim_image: 0.7513020833333334
val/loss_mse_embedding: 0.428125
>>> Epoch4 | Iter0 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter1 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter2 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter3 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter4 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter5 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter6 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter7 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter8 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter9 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter10 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter11 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter12 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter13 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter14 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter15 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter16 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter17 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter18 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter19 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter20 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter21 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter22 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter23 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter24 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter25 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter26 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter27 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter28 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter29 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter30 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter31 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter32 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter33 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter34 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter35 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter36 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter37 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter38 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter39 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter40 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter41 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter42 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter43 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter44 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter45 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter46 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter47 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter48 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter49 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter50 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter51 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter52 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter53 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter54 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter55 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter56 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter57 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter58 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter59 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter60 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter61 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter62 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter63 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter64 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter65 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter66 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter67 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter68 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter69 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter70 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter71 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter72 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter73 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter74 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter75 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter76 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter77 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter78 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter79 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter80 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter81 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter82 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter83 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter84 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter85 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter86 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter87 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter88 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter89 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter90 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter91 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter92 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter93 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter94 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter95 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter96 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter97 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter98 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter99 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter100 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter101 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter102 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter103 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter104 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter105 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter106 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter107 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter108 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter109 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter110 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter111 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter112 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter113 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter114 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter115 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter116 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter117 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter118 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter119 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter120 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter121 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter122 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter123 | voxel: torch.Size([120, 8192])
>>> Epoch4 | Iter124 | voxel: torch.Size([120, 8192])
